VERSION,2.0.51
network application-gateway root-cert update,azure.cli.command_modules.network
network application-gateway redirect-config list,azure.cli.command_modules.network
network application-gateway redirect-config show,azure.cli.command_modules.network
network application-gateway redirect-config delete,azure.cli.command_modules.network
network application-gateway redirect-config create,azure.cli.command_modules.network
network application-gateway redirect-config update,azure.cli.command_modules.network
network application-gateway ssl-policy set,azure.cli.command_modules.network
network application-gateway ssl-policy show,azure.cli.command_modules.network
network application-gateway ssl-policy list-options,azure.cli.command_modules.network
network application-gateway ssl-policy predefined list,azure.cli.command_modules.network
network application-gateway ssl-policy predefined show,azure.cli.command_modules.network
network application-gateway url-path-map rule create,azure.cli.command_modules.network
network application-gateway url-path-map rule delete,azure.cli.command_modules.network
network application-gateway waf-config set,azure.cli.command_modules.network
network application-gateway waf-config show,azure.cli.command_modules.network
network application-gateway waf-config list-rule-sets,azure.cli.command_modules.network
network asg create,azure.cli.command_modules.network
network asg show,azure.cli.command_modules.network
network asg list,azure.cli.command_modules.network
network asg delete,azure.cli.command_modules.network
network asg update,azure.cli.command_modules.network
network ddos-protection create,azure.cli.command_modules.network
network ddos-protection delete,azure.cli.command_modules.network
network ddos-protection list,azure.cli.command_modules.network
network ddos-protection show,azure.cli.command_modules.network
network ddos-protection update,azure.cli.command_modules.network
network dns list-references,azure.cli.command_modules.network
network dns zone delete,azure.cli.command_modules.network
network dns zone show,azure.cli.command_modules.network
network dns zone list,azure.cli.command_modules.network
network dns zone import,azure.cli.command_modules.network
network dns zone export,azure.cli.command_modules.network
network dns zone create,azure.cli.command_modules.network
network dns zone update,azure.cli.command_modules.network
network dns record-set list,azure.cli.command_modules.network
network dns record-set a show,azure.cli.command_modules.network
network dns record-set a delete,azure.cli.command_modules.network
network dns record-set a list,azure.cli.command_modules.network
network dns record-set a create,azure.cli.command_modules.network
network dns record-set a add-record,azure.cli.command_modules.network
network dns record-set a remove-record,azure.cli.command_modules.network
network dns record-set a update,azure.cli.command_modules.network
network dns record-set aaaa show,azure.cli.command_modules.network
network dns record-set aaaa delete,azure.cli.command_modules.network
network dns record-set aaaa list,azure.cli.command_modules.network
network dns record-set aaaa create,azure.cli.command_modules.network
network dns record-set aaaa add-record,azure.cli.command_modules.network
network dns record-set aaaa remove-record,azure.cli.command_modules.network
network dns record-set aaaa update,azure.cli.command_modules.network
network dns record-set mx show,azure.cli.command_modules.network
network dns record-set mx delete,azure.cli.command_modules.network
network dns record-set mx list,azure.cli.command_modules.network
network dns record-set mx create,azure.cli.command_modules.network
network dns record-set mx add-record,azure.cli.command_modules.network
network dns record-set mx remove-record,azure.cli.command_modules.network
network dns record-set mx update,azure.cli.command_modules.network
network dns record-set ns show,azure.cli.command_modules.network
network dns record-set ns delete,azure.cli.command_modules.network
network dns record-set ns list,azure.cli.command_modules.network
network dns record-set ns create,azure.cli.command_modules.network
network dns record-set ns add-record,azure.cli.command_modules.network
network dns record-set ns remove-record,azure.cli.command_modules.network
network dns record-set ns update,azure.cli.command_modules.network
network dns record-set ptr show,azure.cli.command_modules.network
network dns record-set ptr delete,azure.cli.command_modules.network
network dns record-set ptr list,azure.cli.command_modules.network
network dns record-set ptr create,azure.cli.command_modules.network
network dns record-set ptr add-record,azure.cli.command_modules.network
network dns record-set ptr remove-record,azure.cli.command_modules.network
network dns record-set ptr update,azure.cli.command_modules.network
network dns record-set srv show,azure.cli.command_modules.network
network dns record-set srv delete,azure.cli.command_modules.network
network dns record-set srv list,azure.cli.command_modules.network
network dns record-set srv create,azure.cli.command_modules.network
network dns record-set srv add-record,azure.cli.command_modules.network
network dns record-set srv remove-record,azure.cli.command_modules.network
network dns record-set srv update,azure.cli.command_modules.network
network dns record-set txt show,azure.cli.command_modules.network
network dns record-set txt delete,azure.cli.command_modules.network
network dns record-set txt list,azure.cli.command_modules.network
network dns record-set txt create,azure.cli.command_modules.network
network dns record-set txt add-record,azure.cli.command_modules.network
network dns record-set txt remove-record,azure.cli.command_modules.network
network dns record-set txt update,azure.cli.command_modules.network
network dns record-set caa show,azure.cli.command_modules.network
network dns record-set caa delete,azure.cli.command_modules.network
network dns record-set caa list,azure.cli.command_modules.network
network dns record-set caa create,azure.cli.command_modules.network
network dns record-set caa add-record,azure.cli.command_modules.network
network dns record-set caa remove-record,azure.cli.command_modules.network
network dns record-set caa update,azure.cli.command_modules.network
network dns record-set soa show,azure.cli.command_modules.network
network dns record-set soa update,azure.cli.command_modules.network
network dns record-set cname show,azure.cli.command_modules.network
network dns record-set cname delete,azure.cli.command_modules.network
network dns record-set cname list,azure.cli.command_modules.network
network dns record-set cname create,azure.cli.command_modules.network
network dns record-set cname set-record,azure.cli.command_modules.network
network dns record-set cname remove-record,azure.cli.command_modules.network
network express-route delete,azure.cli.command_modules.network
network express-route show,azure.cli.command_modules.network
network express-route get-stats,azure.cli.command_modules.network
network express-route list-arp-tables,azure.cli.command_modules.network
network express-route list-route-tables,azure.cli.command_modules.network
network express-route create,azure.cli.command_modules.network
network express-route list,azure.cli.command_modules.network
network express-route list-service-providers,azure.cli.command_modules.network
network express-route update,azure.cli.command_modules.network
network express-route wait,azure.cli.command_modules.network
network express-route auth create,azure.cli.command_modules.network
network express-route auth delete,azure.cli.command_modules.network
network express-route auth show,azure.cli.command_modules.network
network express-route auth list,azure.cli.command_modules.network
network express-route peering create,azure.cli.command_modules.network
network express-route peering delete,azure.cli.command_modules.network
network express-route peering show,azure.cli.command_modules.network
network express-route peering list,azure.cli.command_modules.network
network express-route peering update,azure.cli.command_modules.network
network express-route peering connection create,azure.cli.command_modules.network
network express-route peering connection delete,azure.cli.command_modules.network
network express-route peering connection show,azure.cli.command_modules.network
network interface-endpoint list,azure.cli.command_modules.network
network interface-endpoint show,azure.cli.command_modules.network
network private-endpoint list,azure.cli.command_modules.network
network private-endpoint show,azure.cli.command_modules.network
network lb show,azure.cli.command_modules.network
network lb create,azure.cli.command_modules.network
network lb delete,azure.cli.command_modules.network
network lb list,azure.cli.command_modules.network
network lb update,azure.cli.command_modules.network
network lb frontend-ip list,azure.cli.command_modules.network
network lb frontend-ip show,azure.cli.command_modules.network
network lb frontend-ip delete,azure.cli.command_modules.network
network lb inbound-nat-rule list,azure.cli.command_modules.network
network lb inbound-nat-rule show,azure.cli.command_modules.network
network lb inbound-nat-rule delete,azure.cli.command_modules.network
network lb inbound-nat-pool list,azure.cli.command_modules.network
network lb inbound-nat-pool show,azure.cli.command_modules.network
network lb inbound-nat-pool delete,azure.cli.command_modules.network
network lb address-pool list,azure.cli.command_modules.network
network lb address-pool show,azure.cli.command_modules.network
network lb address-pool delete,azure.cli.command_modules.network
network lb rule list,azure.cli.command_modules.network
network lb rule show,azure.cli.command_modules.network
network lb rule delete,azure.cli.command_modules.network
network lb probe list,azure.cli.command_modules.network
network lb probe show,azure.cli.command_modules.network
network lb probe delete,azure.cli.command_modules.network
network lb frontend-ip create,azure.cli.command_modules.network
network lb frontend-ip update,azure.cli.command_modules.network
network lb inbound-nat-rule create,azure.cli.command_modules.network
network lb inbound-nat-rule update,azure.cli.command_modules.network
network lb inbound-nat-pool create,azure.cli.command_modules.network
network lb inbound-nat-pool update,azure.cli.command_modules.network
network lb address-pool create,azure.cli.command_modules.network
network lb rule create,azure.cli.command_modules.network
network lb rule update,azure.cli.command_modules.network
network lb probe create,azure.cli.command_modules.network
network lb probe update,azure.cli.command_modules.network
network lb outbound-rule create,azure.cli.command_modules.network
network lb outbound-rule update,azure.cli.command_modules.network
network lb outbound-rule list,azure.cli.command_modules.network
network lb outbound-rule show,azure.cli.command_modules.network
network lb outbound-rule delete,azure.cli.command_modules.network
network local-gateway delete,azure.cli.command_modules.network
network local-gateway show,azure.cli.command_modules.network
network local-gateway list,azure.cli.command_modules.network
network local-gateway create,azure.cli.command_modules.network
network local-gateway update,azure.cli.command_modules.network
network local-gateway wait,azure.cli.command_modules.network
network nic create,azure.cli.command_modules.network
network nic delete,azure.cli.command_modules.network
network nic show,azure.cli.command_modules.network
network nic list,azure.cli.command_modules.network
network nic show-effective-route-table,azure.cli.command_modules.network
network nic list-effective-nsg,azure.cli.command_modules.network
network nic update,azure.cli.command_modules.network
network nic wait,azure.cli.command_modules.network
network nic ip-config create,azure.cli.command_modules.network
network nic ip-config update,azure.cli.command_modules.network
network nic ip-config list,azure.cli.command_modules.network
network nic ip-config show,azure.cli.command_modules.network
network nic ip-config delete,azure.cli.command_modules.network
network nic ip-config address-pool add,azure.cli.command_modules.network
network nic ip-config address-pool remove,azure.cli.command_modules.network
network nic ip-config inbound-nat-rule add,azure.cli.command_modules.network
network nic ip-config inbound-nat-rule remove,azure.cli.command_modules.network
network nsg delete,azure.cli.command_modules.network
network nsg show,azure.cli.command_modules.network
network nsg list,azure.cli.command_modules.network
network nsg create,azure.cli.command_modules.network
network nsg update,azure.cli.command_modules.network
network nsg rule delete,azure.cli.command_modules.network
network nsg rule list,azure.cli.command_modules.network
network nsg rule show,azure.cli.command_modules.network
network nsg rule create,azure.cli.command_modules.network
network nsg rule update,azure.cli.command_modules.network
network profile delete,azure.cli.command_modules.network
network profile list,azure.cli.command_modules.network
network profile show,azure.cli.command_modules.network
network watcher configure,azure.cli.command_modules.network
network watcher list,azure.cli.command_modules.network
network watcher test-ip-flow,azure.cli.command_modules.network
network watcher test-connectivity,azure.cli.command_modules.network
network watcher show-next-hop,azure.cli.command_modules.network
network watcher show-security-group-view,azure.cli.command_modules.network
network watcher show-topology,azure.cli.command_modules.network
network watcher run-configuration-diagnostic,azure.cli.command_modules.network
network watcher connection-monitor create,azure.cli.command_modules.network
network watcher connection-monitor delete,azure.cli.command_modules.network
network watcher connection-monitor show,azure.cli.command_modules.network
network watcher connection-monitor stop,azure.cli.command_modules.network
network watcher connection-monitor start,azure.cli.command_modules.network
network watcher connection-monitor query,azure.cli.command_modules.network
network watcher connection-monitor list,azure.cli.command_modules.network
network watcher packet-capture create,azure.cli.command_modules.network
network watcher packet-capture show,azure.cli.command_modules.network
network watcher packet-capture show-status,azure.cli.command_modules.network
network watcher packet-capture delete,azure.cli.command_modules.network
network watcher packet-capture stop,azure.cli.command_modules.network
network watcher packet-capture list,azure.cli.command_modules.network
network watcher flow-log configure,azure.cli.command_modules.network
network watcher flow-log show,azure.cli.command_modules.network
network watcher troubleshooting start,azure.cli.command_modules.network
network watcher troubleshooting show,azure.cli.command_modules.network
network public-ip delete,azure.cli.command_modules.network
network public-ip show,azure.cli.command_modules.network
network public-ip list,azure.cli.command_modules.network
network public-ip create,azure.cli.command_modules.network
network public-ip update,azure.cli.command_modules.network
network public-ip prefix create,azure.cli.command_modules.network
network public-ip prefix delete,azure.cli.command_modules.network
network public-ip prefix list,azure.cli.command_modules.network
network public-ip prefix show,azure.cli.command_modules.network
network public-ip prefix update,azure.cli.command_modules.network
network route-filter create,azure.cli.command_modules.network
network route-filter list,azure.cli.command_modules.network
network route-filter show,azure.cli.command_modules.network
network route-filter delete,azure.cli.command_modules.network
network route-filter update,azure.cli.command_modules.network
network route-filter rule create,azure.cli.command_modules.network
network route-filter rule list,azure.cli.command_modules.network
network route-filter rule show,azure.cli.command_modules.network
network route-filter rule delete,azure.cli.command_modules.network
network route-filter rule update,azure.cli.command_modules.network
network route-filter rule list-service-communities,azure.cli.command_modules.network
network route-table create,azure.cli.command_modules.network
network route-table delete,azure.cli.command_modules.network
network route-table show,azure.cli.command_modules.network
network route-table list,azure.cli.command_modules.network
network route-table update,azure.cli.command_modules.network
network route-table route create,azure.cli.command_modules.network
network route-table route delete,azure.cli.command_modules.network
network route-table route show,azure.cli.command_modules.network
network route-table route list,azure.cli.command_modules.network
network route-table route update,azure.cli.command_modules.network
network service-endpoint list,azure.cli.command_modules.network
network service-endpoint policy create,azure.cli.command_modules.network
network service-endpoint policy delete,azure.cli.command_modules.network
network service-endpoint policy list,azure.cli.command_modules.network
network service-endpoint policy show,azure.cli.command_modules.network
network service-endpoint policy update,azure.cli.command_modules.network
network service-endpoint policy-definition create,azure.cli.command_modules.network
network service-endpoint policy-definition delete,azure.cli.command_modules.network
network service-endpoint policy-definition list,azure.cli.command_modules.network
network service-endpoint policy-definition show,azure.cli.command_modules.network
network service-endpoint policy-definition update,azure.cli.command_modules.network
network traffic-manager profile check-dns,azure.cli.command_modules.network
network traffic-manager profile show,azure.cli.command_modules.network
network traffic-manager profile delete,azure.cli.command_modules.network
network traffic-manager profile list,azure.cli.command_modules.network
network traffic-manager profile create,azure.cli.command_modules.network
network traffic-manager profile update,azure.cli.command_modules.network
network traffic-manager endpoint show,azure.cli.command_modules.network
network traffic-manager endpoint delete,azure.cli.command_modules.network
network traffic-manager endpoint create,azure.cli.command_modules.network
network traffic-manager endpoint list,azure.cli.command_modules.network
network traffic-manager endpoint update,azure.cli.command_modules.network
network traffic-manager endpoint show-geographic-hierarchy,azure.cli.command_modules.network
network vnet delete,azure.cli.command_modules.network
network vnet list,azure.cli.command_modules.network
network vnet show,azure.cli.command_modules.network
network vnet check-ip-address,azure.cli.command_modules.network
network vnet create,azure.cli.command_modules.network
network vnet update,azure.cli.command_modules.network
network vnet list-endpoint-services,azure.cli.command_modules.network
network vnet peering create,azure.cli.command_modules.network
network vnet peering show,azure.cli.command_modules.network
network vnet peering list,azure.cli.command_modules.network
network vnet peering delete,azure.cli.command_modules.network
network vnet peering update,azure.cli.command_modules.network
network vnet subnet create,azure.cli.command_modules.network
network vnet subnet delete,azure.cli.command_modules.network
network vnet subnet show,azure.cli.command_modules.network
network vnet subnet list,azure.cli.command_modules.network
network vnet subnet update,azure.cli.command_modules.network
network vnet subnet list-available-delegations,azure.cli.command_modules.network
network vnet-gateway create,azure.cli.command_modules.network
network vnet-gateway update,azure.cli.command_modules.network
network vnet-gateway wait,azure.cli.command_modules.network
network vnet-gateway delete,azure.cli.command_modules.network
network vnet-gateway show,azure.cli.command_modules.network
network vnet-gateway list,azure.cli.command_modules.network
network vnet-gateway reset,azure.cli.command_modules.network
network vnet-gateway list-bgp-peer-status,azure.cli.command_modules.network
network vnet-gateway list-advertised-routes,azure.cli.command_modules.network
network vnet-gateway list-learned-routes,azure.cli.command_modules.network
network vnet-gateway vpn-client generate,azure.cli.command_modules.network
network vnet-gateway vpn-client show-url,azure.cli.command_modules.network
network vnet-gateway revoked-cert create,azure.cli.command_modules.network
network vnet-gateway revoked-cert delete,azure.cli.command_modules.network
network vnet-gateway root-cert create,azure.cli.command_modules.network
network vnet-gateway root-cert delete,azure.cli.command_modules.network
network vpn-connection create,azure.cli.command_modules.network
network vpn-connection delete,azure.cli.command_modules.network
network vpn-connection show,azure.cli.command_modules.network
network vpn-connection list,azure.cli.command_modules.network
network vpn-connection update,azure.cli.command_modules.network
network vpn-connection shared-key show,azure.cli.command_modules.network
network vpn-connection shared-key reset,azure.cli.command_modules.network
network vpn-connection shared-key update,azure.cli.command_modules.network
network vpn-connection ipsec-policy add,azure.cli.command_modules.network
network vpn-connection ipsec-policy list,azure.cli.command_modules.network
network vpn-connection ipsec-policy clear,azure.cli.command_modules.network
disk create,azure.cli.command_modules.vm
disk delete,azure.cli.command_modules.vm
disk grant-access,azure.cli.command_modules.vm
disk list,azure.cli.command_modules.vm
disk revoke-access,azure.cli.command_modules.vm
disk show,azure.cli.command_modules.vm
disk update,azure.cli.command_modules.vm
disk wait,azure.cli.command_modules.vm
identity create,azure.cli.command_modules.vm
identity show,azure.cli.command_modules.vm
identity delete,azure.cli.command_modules.vm
identity list,azure.cli.command_modules.vm
identity list-operations,azure.cli.command_modules.vm
image create,azure.cli.command_modules.vm
image list,azure.cli.command_modules.vm
image show,azure.cli.command_modules.vm
image delete,azure.cli.command_modules.vm
snapshot create,azure.cli.command_modules.vm
snapshot delete,azure.cli.command_modules.vm
snapshot grant-access,azure.cli.command_modules.vm
snapshot list,azure.cli.command_modules.vm
snapshot revoke-access,azure.cli.command_modules.vm
snapshot show,azure.cli.command_modules.vm
snapshot update,azure.cli.command_modules.vm
snapshot wait,azure.cli.command_modules.vm
vm identity assign,azure.cli.command_modules.vm
vm identity remove,azure.cli.command_modules.vm
vm identity show,azure.cli.command_modules.vm
vm capture,azure.cli.command_modules.vm
vm create,azure.cli.command_modules.vm
vm convert,azure.cli.command_modules.vm
vm deallocate,azure.cli.command_modules.vm
vm delete,azure.cli.command_modules.vm
vm generalize,azure.cli.command_modules.vm
vm get-instance-view,azure.cli.command_modules.vm
vm list,azure.cli.command_modules.vm
vm list-ip-addresses,azure.cli.command_modules.vm
vm list-sizes,azure.cli.command_modules.vm
vm list-skus,azure.cli.command_modules.vm
vm list-usage,azure.cli.command_modules.vm
vm list-vm-resize-options,azure.cli.command_modules.vm
vm open-port,azure.cli.command_modules.vm
vm perform-maintenance,azure.cli.command_modules.vm
vm redeploy,azure.cli.command_modules.vm
vm resize,azure.cli.command_modules.vm
vm restart,azure.cli.command_modules.vm
vm show,azure.cli.command_modules.vm
vm start,azure.cli.command_modules.vm
vm stop,azure.cli.command_modules.vm
vm update,azure.cli.command_modules.vm
vm wait,azure.cli.command_modules.vm
vm availability-set convert,azure.cli.command_modules.vm
vm availability-set create,azure.cli.command_modules.vm
vm availability-set delete,azure.cli.command_modules.vm
vm availability-set list,azure.cli.command_modules.vm
vm availability-set list-sizes,azure.cli.command_modules.vm
vm availability-set show,azure.cli.command_modules.vm
vm availability-set update,azure.cli.command_modules.vm
vm boot-diagnostics disable,azure.cli.command_modules.vm
vm boot-diagnostics enable,azure.cli.command_modules.vm
vm boot-diagnostics get-boot-log,azure.cli.command_modules.vm
vm diagnostics set,azure.cli.command_modules.vm
vm diagnostics get-default-config,azure.cli.command_modules.vm
vm disk attach,azure.cli.command_modules.vm
vm disk detach,azure.cli.command_modules.vm
vm encryption enable,azure.cli.command_modules.vm
vm encryption disable,azure.cli.command_modules.vm
vm encryption show,azure.cli.command_modules.vm
vm extension delete,azure.cli.command_modules.vm
vm extension show,azure.cli.command_modules.vm
vm extension set,azure.cli.command_modules.vm
vm extension list,azure.cli.command_modules.vm
vm extension wait,azure.cli.command_modules.vm
vm extension image show,azure.cli.command_modules.vm
vm extension image list-names,azure.cli.command_modules.vm
vm extension image list-versions,azure.cli.command_modules.vm
vm extension image list,azure.cli.command_modules.vm
vm image list-offers,azure.cli.command_modules.vm
vm image list-publishers,azure.cli.command_modules.vm
vm image list-skus,azure.cli.command_modules.vm
vm image list,azure.cli.command_modules.vm
vm image accept-terms,azure.cli.command_modules.vm
vm image show,azure.cli.command_modules.vm
vm nic add,azure.cli.command_modules.vm
vm nic remove,azure.cli.command_modules.vm
vm nic set,azure.cli.command_modules.vm
vm nic show,azure.cli.command_modules.vm
vm nic list,azure.cli.command_modules.vm
vm run-command invoke,azure.cli.command_modules.vm
vm run-command list,azure.cli.command_modules.vm
vm run-command show,azure.cli.command_modules.vm
vm secret format,azure.cli.command_modules.vm
vm secret add,azure.cli.command_modules.vm
vm secret list,azure.cli.command_modules.vm
vm secret remove,azure.cli.command_modules.vm
vm unmanaged-disk attach,azure.cli.command_modules.vm
vm unmanaged-disk detach,azure.cli.command_modules.vm
vm unmanaged-disk list,azure.cli.command_modules.vm
vm user update,azure.cli.command_modules.vm
vm user delete,azure.cli.command_modules.vm
vm user reset-ssh,azure.cli.command_modules.vm
vmss identity assign,azure.cli.command_modules.vm
vmss identity remove,azure.cli.command_modules.vm
vmss identity show,azure.cli.command_modules.vm
vmss create,azure.cli.command_modules.vm
vmss deallocate,azure.cli.command_modules.vm
vmss delete,azure.cli.command_modules.vm
vmss delete-instances,azure.cli.command_modules.vm
vmss get-instance-view,azure.cli.command_modules.vm
vmss list,azure.cli.command_modules.vm
vmss list-instances,azure.cli.command_modules.vm
vmss list-instance-connection-info,azure.cli.command_modules.vm
vmss list-instance-public-ips,azure.cli.command_modules.vm
vmss list-skus,azure.cli.command_modules.vm
vmss reimage,azure.cli.command_modules.vm
vmss perform-maintenance,azure.cli.command_modules.vm
vmss restart,azure.cli.command_modules.vm
vmss scale,azure.cli.command_modules.vm
vmss show,azure.cli.command_modules.vm
vmss start,azure.cli.command_modules.vm
vmss stop,azure.cli.command_modules.vm
vmss update,azure.cli.command_modules.vm
vmss update-instances,azure.cli.command_modules.vm
vmss wait,azure.cli.command_modules.vm
vmss get-os-upgrade-history,azure.cli.command_modules.vm
vmss diagnostics set,azure.cli.command_modules.vm
vmss diagnostics get-default-config,azure.cli.command_modules.vm
vmss disk attach,azure.cli.command_modules.vm
vmss disk detach,azure.cli.command_modules.vm
vmss encryption enable,azure.cli.command_modules.vm
vmss encryption disable,azure.cli.command_modules.vm
vmss encryption show,azure.cli.command_modules.vm
vmss extension delete,azure.cli.command_modules.vm
vmss extension show,azure.cli.command_modules.vm
vmss extension set,azure.cli.command_modules.vm
vmss extension list,azure.cli.command_modules.vm
vmss extension image show,azure.cli.command_modules.vm
vmss extension image list-names,azure.cli.command_modules.vm
vmss extension image list-versions,azure.cli.command_modules.vm
vmss extension image list,azure.cli.command_modules.vm
vmss nic list,azure.cli.command_modules.vm
vmss nic list-vm-nics,azure.cli.command_modules.vm
vmss nic show,azure.cli.command_modules.vm
vmss rolling-upgrade cancel,azure.cli.command_modules.vm
vmss rolling-upgrade get-latest,azure.cli.command_modules.vm
vmss rolling-upgrade start,azure.cli.command_modules.vm
sig create,azure.cli.command_modules.vm
sig show,azure.cli.command_modules.vm
sig list,azure.cli.command_modules.vm
sig delete,azure.cli.command_modules.vm
sig update,azure.cli.command_modules.vm
sig image-definition create,azure.cli.command_modules.vm
sig image-definition list,azure.cli.command_modules.vm
sig image-definition show,azure.cli.command_modules.vm
sig image-definition delete,azure.cli.command_modules.vm
sig image-definition update,azure.cli.command_modules.vm
sig image-version delete,azure.cli.command_modules.vm
sig image-version show,azure.cli.command_modules.vm
sig image-version list,azure.cli.command_modules.vm
sig image-version create,azure.cli.command_modules.vm
sig image-version update,azure.cli.command_modules.vm
sig image-version wait,azure.cli.command_modules.vm
ams account show,azure.cli.command_modules.ams
ams account delete,azure.cli.command_modules.ams
ams account update,azure.cli.command_modules.ams
ams account list,azure.cli.command_modules.ams
ams account create,azure.cli.command_modules.ams
ams account check-name,azure.cli.command_modules.ams
ams account storage add,azure.cli.command_modules.ams
ams account storage remove,azure.cli.command_modules.ams
ams account storage sync-storage-keys,azure.cli.command_modules.ams
ams account sp create,azure.cli.command_modules.ams
ams account sp reset-credentials,azure.cli.command_modules.ams
ams account mru show,azure.cli.command_modules.ams
ams account mru set,azure.cli.command_modules.ams
ams transform show,azure.cli.command_modules.ams
ams transform list,azure.cli.command_modules.ams
ams transform delete,azure.cli.command_modules.ams
ams transform create,azure.cli.command_modules.ams
ams transform update,azure.cli.command_modules.ams
ams transform output add,azure.cli.command_modules.ams
ams transform output remove,azure.cli.command_modules.ams
ams asset show,azure.cli.command_modules.ams
ams asset list,azure.cli.command_modules.ams
ams asset delete,azure.cli.command_modules.ams
ams asset get-streaming-locators,azure.cli.command_modules.ams
ams asset get-encryption-key,azure.cli.command_modules.ams
ams asset update,azure.cli.command_modules.ams
ams asset get-sas-urls,azure.cli.command_modules.ams
ams asset create,azure.cli.command_modules.ams
ams asset-filter list,azure.cli.command_modules.ams
ams asset-filter show,azure.cli.command_modules.ams
ams asset-filter delete,azure.cli.command_modules.ams
ams asset-filter create,azure.cli.command_modules.ams
ams asset-filter update,azure.cli.command_modules.ams
ams job show,azure.cli.command_modules.ams
ams job list,azure.cli.command_modules.ams
ams job delete,azure.cli.command_modules.ams
ams job cancel,azure.cli.command_modules.ams
ams job start,azure.cli.command_modules.ams
ams job update,azure.cli.command_modules.ams
ams content-key-policy create,azure.cli.command_modules.ams
ams content-key-policy show,azure.cli.command_modules.ams
ams content-key-policy delete,azure.cli.command_modules.ams
ams content-key-policy list,azure.cli.command_modules.ams
ams content-key-policy update,azure.cli.command_modules.ams
ams content-key-policy option add,azure.cli.command_modules.ams
ams content-key-policy option remove,azure.cli.command_modules.ams
ams content-key-policy option update,azure.cli.command_modules.ams
ams streaming-locator create,azure.cli.command_modules.ams
ams streaming-locator list,azure.cli.command_modules.ams
ams streaming-locator show,azure.cli.command_modules.ams
ams streaming-locator delete,azure.cli.command_modules.ams
ams streaming-locator get-paths,azure.cli.command_modules.ams
ams streaming-locator get-content-keys,azure.cli.command_modules.ams
ams streaming-policy create,azure.cli.command_modules.ams
ams streaming-policy list,azure.cli.command_modules.ams
ams streaming-policy show,azure.cli.command_modules.ams
ams streaming-policy delete,azure.cli.command_modules.ams
ams streaming-endpoint list,azure.cli.command_modules.ams
ams streaming-endpoint start,azure.cli.command_modules.ams
ams streaming-endpoint stop,azure.cli.command_modules.ams
ams streaming-endpoint create,azure.cli.command_modules.ams
ams streaming-endpoint update,azure.cli.command_modules.ams
ams streaming-endpoint show,azure.cli.command_modules.ams
ams streaming-endpoint delete,azure.cli.command_modules.ams
ams streaming-endpoint scale,azure.cli.command_modules.ams
ams streaming-endpoint akamai add,azure.cli.command_modules.ams
ams streaming-endpoint akamai remove,azure.cli.command_modules.ams
ams live-event create,azure.cli.command_modules.ams
ams live-event start,azure.cli.command_modules.ams
ams live-event stop,azure.cli.command_modules.ams
ams live-event reset,azure.cli.command_modules.ams
ams live-event show,azure.cli.command_modules.ams
ams live-event delete,azure.cli.command_modules.ams
ams live-event list,azure.cli.command_modules.ams
ams live-event update,azure.cli.command_modules.ams
ams live-output create,azure.cli.command_modules.ams
ams live-output show,azure.cli.command_modules.ams
ams live-output list,azure.cli.command_modules.ams
ams live-output delete,azure.cli.command_modules.ams
ams account-filter create,azure.cli.command_modules.ams
ams account-filter show,azure.cli.command_modules.ams
ams account-filter list,azure.cli.command_modules.ams
ams account-filter delete,azure.cli.command_modules.ams
ams account-filter update,azure.cli.command_modules.ams
feedback,azure.cli.command_modules.feedback
signalr create,azure.cli.command_modules.signalr
signalr delete,azure.cli.command_modules.signalr
signalr list,azure.cli.command_modules.signalr
signalr show,azure.cli.command_modules.signalr
signalr key list,azure.cli.command_modules.signalr
signalr key renew,azure.cli.command_modules.signalr
hdinsight create,azure.cli.command_modules.hdinsight
hdinsight resize,azure.cli.command_modules.hdinsight
hdinsight show,azure.cli.command_modules.hdinsight
hdinsight list,azure.cli.command_modules.hdinsight
hdinsight wait,azure.cli.command_modules.hdinsight
hdinsight delete,azure.cli.command_modules.hdinsight
acr check-name,azure.cli.command_modules.acr
acr list,azure.cli.command_modules.acr
acr create,azure.cli.command_modules.acr
acr delete,azure.cli.command_modules.acr
acr show,azure.cli.command_modules.acr
acr login,azure.cli.command_modules.acr
acr show-usage,azure.cli.command_modules.acr
acr update,azure.cli.command_modules.acr
acr import,azure.cli.command_modules.acr
acr credential show,azure.cli.command_modules.acr
acr credential renew,azure.cli.command_modules.acr
acr repository list,azure.cli.command_modules.acr
acr repository show-tags,azure.cli.command_modules.acr
acr repository show-manifests,azure.cli.command_modules.acr
acr repository show,azure.cli.command_modules.acr
acr repository update,azure.cli.command_modules.acr
acr repository delete,azure.cli.command_modules.acr
acr repository untag,azure.cli.command_modules.acr
acr webhook list,azure.cli.command_modules.acr
acr webhook create,azure.cli.command_modules.acr
acr webhook delete,azure.cli.command_modules.acr
acr webhook show,azure.cli.command_modules.acr
acr webhook get-config,azure.cli.command_modules.acr
acr webhook list-events,azure.cli.command_modules.acr
acr webhook ping,azure.cli.command_modules.acr
acr webhook update,azure.cli.command_modules.acr
acr replication list,azure.cli.command_modules.acr
acr replication create,azure.cli.command_modules.acr
acr replication delete,azure.cli.command_modules.acr
acr replication show,azure.cli.command_modules.acr
acr replication update,azure.cli.command_modules.acr
acr build,azure.cli.command_modules.acr
acr run,azure.cli.command_modules.acr
acr build-task create,azure.cli.command_modules.acr
acr build-task show,azure.cli.command_modules.acr
acr build-task list,azure.cli.command_modules.acr
acr build-task delete,azure.cli.command_modules.acr
