VERSION,2.0.51
eventhubs eventhub consumer-group delete,azure.cli.command_modules.eventhubs
eventhubs eventhub consumer-group update,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias set,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias show,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias list,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias break-pair,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias fail-over,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias exists,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias delete,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias authorization-rule list,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias authorization-rule show,azure.cli.command_modules.eventhubs
eventhubs georecovery-alias authorization-rule keys list,azure.cli.command_modules.eventhubs
role definition list,azure.cli.command_modules.role
role definition delete,azure.cli.command_modules.role
role definition create,azure.cli.command_modules.role
role definition update,azure.cli.command_modules.role
role assignment delete,azure.cli.command_modules.role
role assignment list,azure.cli.command_modules.role
role assignment create,azure.cli.command_modules.role
role assignment list-changelogs,azure.cli.command_modules.role
ad app create,azure.cli.command_modules.role
ad app delete,azure.cli.command_modules.role
ad app list,azure.cli.command_modules.role
ad app show,azure.cli.command_modules.role
ad app permission grant,azure.cli.command_modules.role
ad app permission list,azure.cli.command_modules.role
ad app permission add,azure.cli.command_modules.role
ad app permission delete,azure.cli.command_modules.role
ad app update,azure.cli.command_modules.role
ad app credential reset,azure.cli.command_modules.role
ad app credential list,azure.cli.command_modules.role
ad app credential delete,azure.cli.command_modules.role
ad app owner list,azure.cli.command_modules.role
ad app owner add,azure.cli.command_modules.role
ad app owner remove,azure.cli.command_modules.role
ad sp create,azure.cli.command_modules.role
ad sp delete,azure.cli.command_modules.role
ad sp list,azure.cli.command_modules.role
ad sp show,azure.cli.command_modules.role
ad sp owner list,azure.cli.command_modules.role
ad sp create-for-rbac,azure.cli.command_modules.role
ad sp credential reset,azure.cli.command_modules.role
ad sp credential list,azure.cli.command_modules.role
ad sp credential delete,azure.cli.command_modules.role
ad user delete,azure.cli.command_modules.role
ad user show,azure.cli.command_modules.role
ad user list,azure.cli.command_modules.role
ad user get-member-groups,azure.cli.command_modules.role
ad user create,azure.cli.command_modules.role
ad signed-in-user show,azure.cli.command_modules.role
ad signed-in-user list-owned-objects,azure.cli.command_modules.role
ad group delete,azure.cli.command_modules.role
ad group show,azure.cli.command_modules.role
ad group get-member-groups,azure.cli.command_modules.role
ad group list,azure.cli.command_modules.role
ad group create,azure.cli.command_modules.role
ad group owner list,azure.cli.command_modules.role
ad group owner add,azure.cli.command_modules.role
ad group owner remove,azure.cli.command_modules.role
ad group member list,azure.cli.command_modules.role
ad group member add,azure.cli.command_modules.role
ad group member remove,azure.cli.command_modules.role
ad group member check,azure.cli.command_modules.role
billing invoice list,azure.cli.command_modules.billing
billing invoice show,azure.cli.command_modules.billing
billing period list,azure.cli.command_modules.billing
billing period show,azure.cli.command_modules.billing
billing enrollment-account list,azure.cli.command_modules.billing
billing enrollment-account show,azure.cli.command_modules.billing
redis create,azure.cli.command_modules.redis
redis delete,azure.cli.command_modules.redis
redis export,azure.cli.command_modules.redis
redis force-reboot,azure.cli.command_modules.redis
redis import-method,azure.cli.command_modules.redis
redis import,azure.cli.command_modules.redis
redis list,azure.cli.command_modules.redis
redis list-all,azure.cli.command_modules.redis
redis list-keys,azure.cli.command_modules.redis
redis regenerate-keys,azure.cli.command_modules.redis
redis show,azure.cli.command_modules.redis
redis update-settings,azure.cli.command_modules.redis
redis update,azure.cli.command_modules.redis
redis patch-schedule set,azure.cli.command_modules.redis
redis patch-schedule delete,azure.cli.command_modules.redis
redis patch-schedule show,azure.cli.command_modules.redis
account lock create,azure.cli.command_modules.resource
account lock delete,azure.cli.command_modules.resource
account lock list,azure.cli.command_modules.resource
account lock show,azure.cli.command_modules.resource
account lock update,azure.cli.command_modules.resource
group delete,azure.cli.command_modules.resource
group show,azure.cli.command_modules.resource
group exists,azure.cli.command_modules.resource
group list,azure.cli.command_modules.resource
group create,azure.cli.command_modules.resource
group export,azure.cli.command_modules.resource
group update,azure.cli.command_modules.resource
group wait,azure.cli.command_modules.resource
group lock create,azure.cli.command_modules.resource
group lock delete,azure.cli.command_modules.resource
group lock list,azure.cli.command_modules.resource
group lock show,azure.cli.command_modules.resource
group lock update,azure.cli.command_modules.resource
resource create,azure.cli.command_modules.resource
resource delete,azure.cli.command_modules.resource
resource show,azure.cli.command_modules.resource
resource list,azure.cli.command_modules.resource
resource tag,azure.cli.command_modules.resource
resource move,azure.cli.command_modules.resource
resource invoke-action,azure.cli.command_modules.resource
resource update,azure.cli.command_modules.resource
resource lock create,azure.cli.command_modules.resource
resource lock delete,azure.cli.command_modules.resource
resource lock list,azure.cli.command_modules.resource
resource lock show,azure.cli.command_modules.resource
resource lock update,azure.cli.command_modules.resource
provider list,azure.cli.command_modules.resource
provider show,azure.cli.command_modules.resource
provider register,azure.cli.command_modules.resource
provider unregister,azure.cli.command_modules.resource
provider operation list,azure.cli.command_modules.resource
provider operation show,azure.cli.command_modules.resource
feature list,azure.cli.command_modules.resource
feature show,azure.cli.command_modules.resource
feature register,azure.cli.command_modules.resource
tag list,azure.cli.command_modules.resource
tag create,azure.cli.command_modules.resource
tag delete,azure.cli.command_modules.resource
tag add-value,azure.cli.command_modules.resource
tag remove-value,azure.cli.command_modules.resource
group deployment create,azure.cli.command_modules.resource
group deployment list,azure.cli.command_modules.resource
group deployment show,azure.cli.command_modules.resource
group deployment delete,azure.cli.command_modules.resource
group deployment validate,azure.cli.command_modules.resource
group deployment export,azure.cli.command_modules.resource
group deployment wait,azure.cli.command_modules.resource
group deployment operation list,azure.cli.command_modules.resource
group deployment operation show,azure.cli.command_modules.resource
deployment list,azure.cli.command_modules.resource
deployment show,azure.cli.command_modules.resource
deployment delete,azure.cli.command_modules.resource
deployment validate,azure.cli.command_modules.resource
deployment create,azure.cli.command_modules.resource
deployment export,azure.cli.command_modules.resource
deployment wait,azure.cli.command_modules.resource
deployment operation list,azure.cli.command_modules.resource
deployment operation show,azure.cli.command_modules.resource
policy assignment create,azure.cli.command_modules.resource
policy assignment delete,azure.cli.command_modules.resource
policy assignment list,azure.cli.command_modules.resource
policy assignment show,azure.cli.command_modules.resource
policy definition create,azure.cli.command_modules.resource
policy definition delete,azure.cli.command_modules.resource
policy definition list,azure.cli.command_modules.resource
policy definition show,azure.cli.command_modules.resource
policy definition update,azure.cli.command_modules.resource
policy set-definition create,azure.cli.command_modules.resource
policy set-definition delete,azure.cli.command_modules.resource
policy set-definition list,azure.cli.command_modules.resource
policy set-definition show,azure.cli.command_modules.resource
policy set-definition update,azure.cli.command_modules.resource
lock create,azure.cli.command_modules.resource
lock delete,azure.cli.command_modules.resource
lock list,azure.cli.command_modules.resource
lock show,azure.cli.command_modules.resource
lock update,azure.cli.command_modules.resource
resource link create,azure.cli.command_modules.resource
resource link delete,azure.cli.command_modules.resource
resource link show,azure.cli.command_modules.resource
resource link list,azure.cli.command_modules.resource
resource link update,azure.cli.command_modules.resource
managedapp create,azure.cli.command_modules.resource
managedapp delete,azure.cli.command_modules.resource
managedapp show,azure.cli.command_modules.resource
managedapp list,azure.cli.command_modules.resource
managedapp definition create,azure.cli.command_modules.resource
managedapp definition delete,azure.cli.command_modules.resource
managedapp definition show,azure.cli.command_modules.resource
managedapp definition list,azure.cli.command_modules.resource
account management-group list,azure.cli.command_modules.resource
account management-group show,azure.cli.command_modules.resource
account management-group create,azure.cli.command_modules.resource
account management-group delete,azure.cli.command_modules.resource
account management-group update,azure.cli.command_modules.resource
account management-group subscription add,azure.cli.command_modules.resource
account management-group subscription remove,azure.cli.command_modules.resource
iotcentral app create,azure.cli.command_modules.iotcentral
iotcentral app list,azure.cli.command_modules.iotcentral
iotcentral app show,azure.cli.command_modules.iotcentral
iotcentral app update,azure.cli.command_modules.iotcentral
iotcentral app delete,azure.cli.command_modules.iotcentral
bot create,azure.cli.command_modules.botservice
bot publish,azure.cli.command_modules.botservice
bot download,azure.cli.command_modules.botservice
bot prepare-publish,azure.cli.command_modules.botservice
bot show,azure.cli.command_modules.botservice
bot delete,azure.cli.command_modules.botservice
bot authsetting list,azure.cli.command_modules.botservice
bot authsetting show,azure.cli.command_modules.botservice
bot authsetting delete,azure.cli.command_modules.botservice
bot update,azure.cli.command_modules.botservice
bot authsetting create,azure.cli.command_modules.botservice
bot authsetting list-providers,azure.cli.command_modules.botservice
bot facebook create,azure.cli.command_modules.botservice
bot facebook show,azure.cli.command_modules.botservice
bot facebook delete,azure.cli.command_modules.botservice
bot email create,azure.cli.command_modules.botservice
bot email show,azure.cli.command_modules.botservice
bot email delete,azure.cli.command_modules.botservice
bot msteams create,azure.cli.command_modules.botservice
bot msteams show,azure.cli.command_modules.botservice
bot msteams delete,azure.cli.command_modules.botservice
bot skype create,azure.cli.command_modules.botservice
bot skype show,azure.cli.command_modules.botservice
bot skype delete,azure.cli.command_modules.botservice
bot kik create,azure.cli.command_modules.botservice
bot kik show,azure.cli.command_modules.botservice
bot kik delete,azure.cli.command_modules.botservice
bot directline create,azure.cli.command_modules.botservice
bot directline show,azure.cli.command_modules.botservice
bot directline delete,azure.cli.command_modules.botservice
bot telegram create,azure.cli.command_modules.botservice
bot telegram show,azure.cli.command_modules.botservice
bot telegram delete,azure.cli.command_modules.botservice
bot sms create,azure.cli.command_modules.botservice
bot sms show,azure.cli.command_modules.botservice
bot sms delete,azure.cli.command_modules.botservice
bot slack create,azure.cli.command_modules.botservice
bot slack show,azure.cli.command_modules.botservice
bot slack delete,azure.cli.command_modules.botservice
bot webchat show,azure.cli.command_modules.botservice
cdn name-exists,azure.cli.command_modules.cdn
cdn usage,azure.cli.command_modules.cdn
cdn endpoint start,azure.cli.command_modules.cdn
cdn endpoint stop,azure.cli.command_modules.cdn
cdn endpoint delete,azure.cli.command_modules.cdn
cdn endpoint show,azure.cli.command_modules.cdn
cdn endpoint list,azure.cli.command_modules.cdn
cdn endpoint load,azure.cli.command_modules.cdn
cdn endpoint purge,azure.cli.command_modules.cdn
cdn endpoint validate-custom-domain,azure.cli.command_modules.cdn
cdn endpoint create,azure.cli.command_modules.cdn
cdn endpoint update,azure.cli.command_modules.cdn
cdn profile show,azure.cli.command_modules.cdn
cdn profile usage,azure.cli.command_modules.cdn
cdn profile delete,azure.cli.command_modules.cdn
cdn profile list,azure.cli.command_modules.cdn
cdn profile create,azure.cli.command_modules.cdn
cdn profile update,azure.cli.command_modules.cdn
cdn custom-domain show,azure.cli.command_modules.cdn
cdn custom-domain delete,azure.cli.command_modules.cdn
cdn custom-domain list,azure.cli.command_modules.cdn
cdn custom-domain create,azure.cli.command_modules.cdn
cdn custom-domain enable-https,azure.cli.command_modules.cdn
cdn custom-domain disable-https,azure.cli.command_modules.cdn
cdn origin show,azure.cli.command_modules.cdn
cdn origin list,azure.cli.command_modules.cdn
cdn edge-node list,azure.cli.command_modules.cdn
maps account show,azure.cli.command_modules.maps
maps account list,azure.cli.command_modules.maps
maps account create,azure.cli.command_modules.maps
maps account delete,azure.cli.command_modules.maps
maps account update,azure.cli.command_modules.maps
maps account keys renew,azure.cli.command_modules.maps
maps account keys list,azure.cli.command_modules.maps
consumption usage list,azure.cli.command_modules.consumption
consumption reservation summary list,azure.cli.command_modules.consumption
consumption reservation detail list,azure.cli.command_modules.consumption
consumption pricesheet show,azure.cli.command_modules.consumption
consumption marketplace list,azure.cli.command_modules.consumption
consumption budget list,azure.cli.command_modules.consumption
consumption budget show,azure.cli.command_modules.consumption
consumption budget create,azure.cli.command_modules.consumption
consumption budget delete,azure.cli.command_modules.consumption
configure,azure.cli.command_modules.configure
extension add,azure.cli.command_modules.extension
extension remove,azure.cli.command_modules.extension
extension list,azure.cli.command_modules.extension
extension show,azure.cli.command_modules.extension
extension list-available,azure.cli.command_modules.extension
extension update,azure.cli.command_modules.extension
cosmosdb show,azure.cli.command_modules.cosmosdb
cosmosdb list-keys,azure.cli.command_modules.cosmosdb
cosmosdb list-read-only-keys,azure.cli.command_modules.cosmosdb
cosmosdb list-connection-strings,azure.cli.command_modules.cosmosdb
cosmosdb regenerate-key,azure.cli.command_modules.cosmosdb
cosmosdb check-name-exists,azure.cli.command_modules.cosmosdb
cosmosdb delete,azure.cli.command_modules.cosmosdb
cosmosdb failover-priority-change,azure.cli.command_modules.cosmosdb
cosmosdb create,azure.cli.command_modules.cosmosdb
cosmosdb update,azure.cli.command_modules.cosmosdb
cosmosdb list,azure.cli.command_modules.cosmosdb
cosmosdb database show,azure.cli.command_modules.cosmosdb
cosmosdb database list,azure.cli.command_modules.cosmosdb
cosmosdb database exists,azure.cli.command_modules.cosmosdb
cosmosdb database create,azure.cli.command_modules.cosmosdb
cosmosdb database delete,azure.cli.command_modules.cosmosdb
cosmosdb collection show,azure.cli.command_modules.cosmosdb
cosmosdb collection list,azure.cli.command_modules.cosmosdb
cosmosdb collection exists,azure.cli.command_modules.cosmosdb
cosmosdb collection create,azure.cli.command_modules.cosmosdb
cosmosdb collection delete,azure.cli.command_modules.cosmosdb
cosmosdb collection update,azure.cli.command_modules.cosmosdb
batchai workspace create,azure.cli.command_modules.batchai
batchai workspace show,azure.cli.command_modules.batchai
batchai workspace list,azure.cli.command_modules.batchai
batchai workspace delete,azure.cli.command_modules.batchai
batchai cluster create,azure.cli.command_modules.batchai
batchai cluster delete,azure.cli.command_modules.batchai
batchai cluster show,azure.cli.command_modules.batchai
batchai cluster list,azure.cli.command_modules.batchai
batchai cluster resize,azure.cli.command_modules.batchai
batchai cluster auto-scale,azure.cli.command_modules.batchai
batchai cluster node list,azure.cli.command_modules.batchai
batchai cluster node exec,azure.cli.command_modules.batchai
batchai cluster file list,azure.cli.command_modules.batchai
batchai experiment create,azure.cli.command_modules.batchai
batchai experiment show,azure.cli.command_modules.batchai
batchai experiment list,azure.cli.command_modules.batchai
batchai experiment delete,azure.cli.command_modules.batchai
batchai job create,azure.cli.command_modules.batchai
batchai job delete,azure.cli.command_modules.batchai
batchai job terminate,azure.cli.command_modules.batchai
batchai job show,azure.cli.command_modules.batchai
batchai job list,azure.cli.command_modules.batchai
batchai job wait,azure.cli.command_modules.batchai
batchai job file list,azure.cli.command_modules.batchai
batchai job file stream,azure.cli.command_modules.batchai
batchai job node list,azure.cli.command_modules.batchai
batchai job node exec,azure.cli.command_modules.batchai
batchai file-server create,azure.cli.command_modules.batchai
batchai file-server delete,azure.cli.command_modules.batchai
batchai file-server show,azure.cli.command_modules.batchai
batchai file-server list,azure.cli.command_modules.batchai
batchai list-usages,azure.cli.command_modules.batchai
sql list-usages,azure.cli.command_modules.sql
sql show-usage,azure.cli.command_modules.sql
sql db show-connection-string,azure.cli.command_modules.sql
sql db create,azure.cli.command_modules.sql
sql db copy,azure.cli.command_modules.sql
sql db restore,azure.cli.command_modules.sql
sql db rename,azure.cli.command_modules.sql
sql db show,azure.cli.command_modules.sql
sql db list,azure.cli.command_modules.sql
sql db delete,azure.cli.command_modules.sql
sql db update,azure.cli.command_modules.sql
sql db import,azure.cli.command_modules.sql
sql db export,azure.cli.command_modules.sql
sql db list-editions,azure.cli.command_modules.sql
sql db replica create,azure.cli.command_modules.sql
sql dw create,azure.cli.command_modules.sql
sql dw show,azure.cli.command_modules.sql
sql dw list,azure.cli.command_modules.sql
sql dw delete,azure.cli.command_modules.sql
sql dw pause,azure.cli.command_modules.sql
sql dw resume,azure.cli.command_modules.sql
sql dw update,azure.cli.command_modules.sql
sql db op list,azure.cli.command_modules.sql
sql db op cancel,azure.cli.command_modules.sql
sql db tde set,azure.cli.command_modules.sql
sql db tde show,azure.cli.command_modules.sql
sql db tde list-activity,azure.cli.command_modules.sql
sql db replica list-links,azure.cli.command_modules.sql
sql db replica delete-link,azure.cli.command_modules.sql
sql db replica set-primary,azure.cli.command_modules.sql
sql db list-deleted,azure.cli.command_modules.sql
sql db audit-policy show,azure.cli.command_modules.sql
sql db audit-policy update,azure.cli.command_modules.sql
sql db threat-policy show,azure.cli.command_modules.sql
sql db threat-policy update,azure.cli.command_modules.sql
sql db list-usages,azure.cli.command_modules.sql
sql elastic-pool create,azure.cli.command_modules.sql
sql elastic-pool delete,azure.cli.command_modules.sql
sql elastic-pool show,azure.cli.command_modules.sql
sql elastic-pool list,azure.cli.command_modules.sql
sql elastic-pool update,azure.cli.command_modules.sql
sql elastic-pool list-dbs,azure.cli.command_modules.sql
sql elastic-pool list-editions,azure.cli.command_modules.sql
sql elastic-pool op list,azure.cli.command_modules.sql
sql elastic-pool op cancel,azure.cli.command_modules.sql
sql failover-group show,azure.cli.command_modules.sql
sql failover-group list,azure.cli.command_modules.sql
sql failover-group create,azure.cli.command_modules.sql
sql failover-group update,azure.cli.command_modules.sql
sql failover-group delete,azure.cli.command_modules.sql
sql failover-group set-primary,azure.cli.command_modules.sql
sql server create,azure.cli.command_modules.sql
sql server delete,azure.cli.command_modules.sql
sql server show,azure.cli.command_modules.sql
sql server list,azure.cli.command_modules.sql
sql server update,azure.cli.command_modules.sql
sql server list-usages,azure.cli.command_modules.sql
sql server firewall-rule create,azure.cli.command_modules.sql
sql server firewall-rule update,azure.cli.command_modules.sql
sql server firewall-rule delete,azure.cli.command_modules.sql
sql server firewall-rule show,azure.cli.command_modules.sql
sql server firewall-rule list,azure.cli.command_modules.sql
sql server ad-admin create,azure.cli.command_modules.sql
sql server ad-admin list,azure.cli.command_modules.sql
sql server ad-admin delete,azure.cli.command_modules.sql
sql server ad-admin update,azure.cli.command_modules.sql
sql server key create,azure.cli.command_modules.sql
sql server key delete,azure.cli.command_modules.sql
sql server key show,azure.cli.command_modules.sql
sql server key list,azure.cli.command_modules.sql
sql server tde-key show,azure.cli.command_modules.sql
sql server tde-key set,azure.cli.command_modules.sql
sql server vnet-rule create,azure.cli.command_modules.sql
sql server vnet-rule show,azure.cli.command_modules.sql
sql server vnet-rule list,azure.cli.command_modules.sql
sql server vnet-rule delete,azure.cli.command_modules.sql
sql server vnet-rule update,azure.cli.command_modules.sql
sql server conn-policy show,azure.cli.command_modules.sql
sql server conn-policy update,azure.cli.command_modules.sql
sql server dns-alias show,azure.cli.command_modules.sql
sql server dns-alias list,azure.cli.command_modules.sql
sql server dns-alias create,azure.cli.command_modules.sql
sql server dns-alias delete,azure.cli.command_modules.sql
sql server dns-alias set,azure.cli.command_modules.sql
sql mi create,azure.cli.command_modules.sql
sql mi delete,azure.cli.command_modules.sql
sql mi show,azure.cli.command_modules.sql
sql mi list,azure.cli.command_modules.sql
sql mi update,azure.cli.command_modules.sql
sql midb create,azure.cli.command_modules.sql
sql midb restore,azure.cli.command_modules.sql
sql midb show,azure.cli.command_modules.sql
sql midb list,azure.cli.command_modules.sql
sql midb delete,azure.cli.command_modules.sql
policy event list,azure.cli.command_modules.policyinsights
policy state list,azure.cli.command_modules.policyinsights
policy state summarize,azure.cli.command_modules.policyinsights
login,azure.cli.command_modules.profile
logout,azure.cli.command_modules.profile
self-test,azure.cli.command_modules.profile
account list,azure.cli.command_modules.profile
account set,azure.cli.command_modules.profile
account show,azure.cli.command_modules.profile
account clear,azure.cli.command_modules.profile
account list-locations,azure.cli.command_modules.profile
account get-access-token,azure.cli.command_modules.profile
dms check-name,azure.cli.command_modules.dms
dms check-status,azure.cli.command_modules.dms
dms create,azure.cli.command_modules.dms
dms delete,azure.cli.command_modules.dms
dms list,azure.cli.command_modules.dms
dms show,azure.cli.command_modules.dms
dms start,azure.cli.command_modules.dms
dms stop,azure.cli.command_modules.dms
dms wait,azure.cli.command_modules.dms
dms list-skus,azure.cli.command_modules.dms
dms project create,azure.cli.command_modules.dms
dms project delete,azure.cli.command_modules.dms
dms project list,azure.cli.command_modules.dms
dms project show,azure.cli.command_modules.dms
dms project check-name,azure.cli.command_modules.dms
dms project task create,azure.cli.command_modules.dms
dms project task delete,azure.cli.command_modules.dms
dms project task list,azure.cli.command_modules.dms
dms project task show,azure.cli.command_modules.dms
dms project task cancel,azure.cli.command_modules.dms
dms project task check-name,azure.cli.command_modules.dms
